,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Sales
2794,298332,AA Batteries (4-pack),2,3.84,17/12/2019 06:46,"29 7th St, Atlanta, GA 30301",7.68
,,,,,,,
2795,298333,Bose SoundSport Headphones,1,99.99,4/12/2019 18:04,"263 Willow St, San Francisco, CA 94016",99.99
,,,,,,,
2796,298334,USB-C Charging Cable,1,11.95,29/12/2019 15:56,"761 Lakeview St, San Francisco, CA 94016",11.95
,,,,,,,
2797,298335,AA Batteries (4-pack),1,3.84,1/12/2019 18:13,"717 6th St, Dallas, TX 75001",3.84
,,,,,,,
2798,298336,Macbook Pro Laptop,1,1700,6/12/2019 14:08,"456 Lincoln St, San Francisco, CA 94016",1700
,,,,,,,
2799,298337,Macbook Pro Laptop,1,1700,29/12/2019 12:25,"100 Willow St, New York City, NY 10001",1700
,,,,,,,
2800,298338,USB-C Charging Cable,1,11.95,30/12/2019 18:38,"878 14th St, Los Angeles, CA 90001",11.95
,,,,,,,
2801,298339,Apple Airpods Headphones,1,150,14/12/2019 14:27,"115 Park St, Portland, ME 04101",150
,,,,,,,
2802,298340,ThinkPad Laptop,1,999.99,13/12/2019 13:12,"567 River St, Dallas, TX 75001",999.99
,,,,,,,
2803,298341,34in Ultrawide Monitor,1,379.99,22/12/2019 13:40,"826 12th St, San Francisco, CA 94016",379.99
,,,,,,,
2804,298342,AA Batteries (4-pack),1,3.84,9/12/2019 20:12,"775 Washington St, Los Angeles, CA 90001",3.84
,,,,,,,
2805,298343,Bose SoundSport Headphones,1,99.99,29/12/2019 00:35,"349 Center St, Portland, OR 97035",99.99
,,,,,,,
2806,298344,Wired Headphones,4,11.99,1/1/2020 3:34,"731 7th St, New York City, NY 10001",47.96
,,,,,,,
2807,298345,USB-C Charging Cable,1,11.95,28/12/2019 18:50,"37 Meadow St, Seattle, WA 98101",11.95
,,,,,,,
2808,298346,27in FHD Monitor,1,149.99,21/12/2019 13:03,"345 8th St, Boston, MA 02215",149.99
,,,,,,,
2809,298347,iPhone,1,700,7/12/2019 15:50,"882 7th St, Boston, MA 02215",700
,,,,,,,
2810,298348,Wired Headphones,1,11.99,1/12/2019 14:46,"854 Cedar St, Los Angeles, CA 90001",11.99
,,,,,,,
2811,298349,Wired Headphones,1,11.99,3/12/2019 15:33,"668 Center St, Portland, OR 97035",11.99
,,,,,,,
2812,298350,Apple Airpods Headphones,1,150,24/12/2019 04:54,"513 Johnson St, Portland, OR 97035",150
,,,,,,,
2813,298351,AAA Batteries (4-pack),1,2.99,24/12/2019 19:12,"469 Park St, Austin, TX 73301",2.99
,,,,,,,
2814,298352,Lightning Charging Cable,1,14.95,20/12/2019 09:10,"393 Cedar St, Boston, MA 02215",14.95
,,,,,,,
2815,298352,AA Batteries (4-pack),1,3.84,20/12/2019 09:10,"393 Cedar St, Boston, MA 02215",3.84
,,,,,,,
2816,298353,27in FHD Monitor,1,149.99,30/12/2019 15:32,"25 Wilson St, Los Angeles, CA 90001",149.99
,,,,,,,
2817,298354,34in Ultrawide Monitor,1,379.99,22/12/2019 10:39,"676 Hill St, San Francisco, CA 94016",379.99
,,,,,,,
2818,298355,Wired Headphones,1,11.99,26/12/2019 14:59,"423 Church St, Atlanta, GA 30301",11.99
,,,,,,,
2819,298356,iPhone,1,700,20/12/2019 18:10,"917 Sunset St, Portland, OR 97035",700
,,,,,,,
2820,298357,Flatscreen TV,1,300,9/12/2019 7:25,"834 2nd St, Boston, MA 02215",300
,,,,,,,
2821,298358,Apple Airpods Headphones,1,150,4/12/2019 15:57,"482 8th St, San Francisco, CA 94016",150
,,,,,,,
2822,298358,Apple Airpods Headphones,1,150,4/12/2019 15:57,"482 8th St, San Francisco, CA 94016",150
,,,,,,,
2823,298359,Apple Airpods Headphones,1,150,5/12/2019 19:46,"515 13th St, Seattle, WA 98101",150
,,,,,,,
2824,298360,Lightning Charging Cable,1,14.95,26/12/2019 11:40,"44 Wilson St, Boston, MA 02215",14.95
,,,,,,,
2825,298361,USB-C Charging Cable,1,11.95,20/12/2019 14:21,"893 8th St, New York City, NY 10001",11.95
,,,,,,,
2826,298362,Lightning Charging Cable,1,14.95,23/12/2019 10:31,"605 6th St, San Francisco, CA 94016",14.95
,,,,,,,
2827,298363,Lightning Charging Cable,1,14.95,9/12/2019 22:17,"634 13th St, Dallas, TX 75001",14.95
,,,,,,,
2828,298364,AA Batteries (4-pack),2,3.84,2/12/2019 0:38,"26 2nd St, Portland, OR 97035",7.68
,,,,,,,
2829,298365,Apple Airpods Headphones,1,150,11/12/2019 20:46,"458 Cherry St, Dallas, TX 75001",150
,,,,,,,
2830,298366,AAA Batteries (4-pack),1,2.99,6/12/2019 14:24,"488 5th St, San Francisco, CA 94016",2.99
,,,,,,,
2831,298367,AAA Batteries (4-pack),1,2.99,19/12/2019 18:24,"353 13th St, Atlanta, GA 30301",2.99
,,,,,,,
2832,298368,20in Monitor,1,109.99,29/12/2019 23:01,"258 6th St, Atlanta, GA 30301",109.99
,,,,,,,
2833,298369,USB-C Charging Cable,1,11.95,30/12/2019 21:33,"199 11th St, Austin, TX 73301",11.95
,,,,,,,
2834,298370,20in Monitor,1,109.99,6/12/2019 8:45,"586 14th St, Atlanta, GA 30301",109.99
,,,,,,,
2835,298371,Lightning Charging Cable,1,14.95,22/12/2019 09:45,"293 7th St, San Francisco, CA 94016",14.95
,,,,,,,
2836,298372,27in FHD Monitor,1,149.99,21/12/2019 03:51,"486 Chestnut St, Boston, MA 02215",149.99
,,,,,,,
2837,298373,AA Batteries (4-pack),1,3.84,16/12/2019 22:37,"486 13th St, San Francisco, CA 94016",3.84
,,,,,,,
2838,298374,USB-C Charging Cable,1,11.95,30/12/2019 20:05,"177 Meadow St, Austin, TX 73301",11.95
,,,,,,,
2839,298375,Lightning Charging Cable,1,14.95,29/12/2019 03:32,"793 Spruce St, Seattle, WA 98101",14.95
,,,,,,,
2840,298376,AAA Batteries (4-pack),3,2.99,5/12/2019 7:53,"382 Church St, Atlanta, GA 30301",8.97
,,,,,,,
2841,298377,AA Batteries (4-pack),1,3.84,31/12/2019 03:08,"580 Washington St, New York City, NY 10001",3.84
,,,,,,,
2842,298378,AA Batteries (4-pack),2,3.84,26/12/2019 04:52,"722 Hill St, Atlanta, GA 30301",7.68
,,,,,,,
2843,298379,USB-C Charging Cable,1,11.95,11/12/2019 12:58,"856 Walnut St, Austin, TX 73301",11.95
,,,,,,,
2844,298380,Wired Headphones,1,11.99,15/12/2019 19:42,"756 Meadow St, San Francisco, CA 94016",11.99
,,,,,,,
2845,298381,Apple Airpods Headphones,1,150,13/12/2019 22:24,"770 Hickory St, San Francisco, CA 94016",150
,,,,,,,
2846,298382,Flatscreen TV,1,300,13/12/2019 15:46,"602 10th St, New York City, NY 10001",300
,,,,,,,
2847,298383,Apple Airpods Headphones,1,150,10/12/2019 17:40,"487 14th St, Boston, MA 02215",150
,,,,,,,
2848,298384,Bose SoundSport Headphones,1,99.99,13/12/2019 20:17,"383 Walnut St, Boston, MA 02215",99.99
,,,,,,,
2849,298385,AA Batteries (4-pack),2,3.84,28/12/2019 10:53,"875 Jackson St, San Francisco, CA 94016",7.68
,,,,,,,
2850,298386,AAA Batteries (4-pack),1,2.99,24/12/2019 15:33,"77 Washington St, Los Angeles, CA 90001",2.99
,,,,,,,
2851,298387,20in Monitor,1,109.99,23/12/2019 11:08,"493 1st St, Seattle, WA 98101",109.99
,,,,,,,
2852,298388,AA Batteries (4-pack),1,3.84,26/12/2019 20:26,"731 Hill St, Los Angeles, CA 90001",3.84
,,,,,,,
2853,298389,AAA Batteries (4-pack),1,2.99,19/12/2019 19:49,"719 4th St, Portland, OR 97035",2.99
,,,,,,,
2854,298390,Flatscreen TV,1,300,30/12/2019 10:13,"93 Meadow St, New York City, NY 10001",300
,,,,,,,
2855,298391,Lightning Charging Cable,1,14.95,24/12/2019 13:22,"293 Park St, Atlanta, GA 30301",14.95
,,,,,,,
2856,298392,AA Batteries (4-pack),1,3.84,9/12/2019 10:25,"746 11th St, Los Angeles, CA 90001",3.84
,,,,,,,
2857,298393,USB-C Charging Cable,1,11.95,27/12/2019 14:02,"5 Main St, Boston, MA 02215",11.95
,,,,,,,
2858,298394,27in 4K Gaming Monitor,1,389.99,5/12/2019 14:24,"266 Hill St, Seattle, WA 98101",389.99
,,,,,,,
2859,298395,27in FHD Monitor,1,149.99,17/12/2019 08:31,"528 River St, San Francisco, CA 94016",149.99
,,,,,,,
2860,298396,Apple Airpods Headphones,1,150,8/12/2019 22:34,"678 Spruce St, San Francisco, CA 94016",150
,,,,,,,
2861,298397,27in 4K Gaming Monitor,1,389.99,26/12/2019 17:44,"489 Hill St, Los Angeles, CA 90001",389.99
,,,,,,,
2862,298398,Macbook Pro Laptop,1,1700,11/12/2019 14:47,"662 Ridge St, San Francisco, CA 94016",1700
,,,,,,,
2863,298399,20in Monitor,1,109.99,31/12/2019 03:14,"165 Sunset St, San Francisco, CA 94016",109.99
,,,,,,,
2864,298400,AA Batteries (4-pack),1,3.84,31/12/2019 19:09,"391 Hickory St, Los Angeles, CA 90001",3.84
,,,,,,,
2865,298401,USB-C Charging Cable,1,11.95,30/12/2019 23:53,"828 Wilson St, Atlanta, GA 30301",11.95
,,,,,,,
2866,298402,27in FHD Monitor,1,149.99,14/12/2019 16:51,"615 Center St, Atlanta, GA 30301",149.99
,,,,,,,
2867,298403,iPhone,1,700,27/12/2019 13:21,"945 Center St, New York City, NY 10001",700
,,,,,,,
2868,298404,Flatscreen TV,1,300,3/12/2019 13:49,"236 9th St, San Francisco, CA 94016",300
,,,,,,,
2869,298405,Bose SoundSport Headphones,1,99.99,17/12/2019 11:35,"764 Cherry St, San Francisco, CA 94016",99.99
,,,,,,,
2870,298406,AAA Batteries (4-pack),2,2.99,31/12/2019 23:42,"30 Elm St, San Francisco, CA 94016",5.98
,,,,,,,
2871,298407,AAA Batteries (4-pack),1,2.99,31/12/2019 16:49,"429 Sunset St, San Francisco, CA 94016",2.99
,,,,,,,
2872,298408,Bose SoundSport Headphones,1,99.99,21/12/2019 13:59,"873 4th St, Atlanta, GA 30301",99.99
,,,,,,,
2873,298409,AA Batteries (4-pack),1,3.84,13/12/2019 10:59,"702 South St, Boston, MA 02215",3.84
,,,,,,,
2874,298410,27in FHD Monitor,1,149.99,1/12/2019 22:38,"893 Lakeview St, New York City, NY 10001",149.99
,,,,,,,
2876,298411,Apple Airpods Headphones,1,150,9/12/2019 19:31,"363 5th St, Austin, TX 73301",150
,,,,,,,
2877,298412,Wired Headphones,1,11.99,27/12/2019 10:06,"902 Johnson St, Los Angeles, CA 90001",11.99
,,,,,,,
2878,298413,AA Batteries (4-pack),1,3.84,3/12/2019 13:46,"307 Walnut St, Seattle, WA 98101",3.84
,,,,,,,
2879,298414,LG Dryer,1,600,20/12/2019 18:42,"74 Willow St, Los Angeles, CA 90001",600
,,,,,,,
2880,298415,34in Ultrawide Monitor,1,379.99,22/12/2019 16:45,"613 Dogwood St, Boston, MA 02215",379.99
,,,,,,,
2881,298416,Wired Headphones,1,11.99,25/12/2019 18:46,"645 1st St, Austin, TX 73301",11.99
,,,,,,,
2882,298417,Lightning Charging Cable,1,14.95,22/12/2019 12:00,"305 Lakeview St, Portland, OR 97035",14.95
,,,,,,,
2883,298418,USB-C Charging Cable,2,11.95,26/12/2019 06:35,"606 Dogwood St, Dallas, TX 75001",23.9
,,,,,,,
2884,298419,AAA Batteries (4-pack),6,2.99,2/12/2019 8:40,"605 13th St, Dallas, TX 75001",17.94
,,,,,,,
2885,298420,AA Batteries (4-pack),1,3.84,10/12/2019 14:02,"756 Wilson St, San Francisco, CA 94016",3.84
,,,,,,,
2886,298421,27in 4K Gaming Monitor,1,389.99,13/12/2019 01:00,"934 9th St, Atlanta, GA 30301",389.99
,,,,,,,
2887,298422,Lightning Charging Cable,1,14.95,19/12/2019 20:24,"249 Wilson St, Dallas, TX 75001",14.95
,,,,,,,
2888,298423,Apple Airpods Headphones,1,150,14/12/2019 17:46,"617 Lakeview St, Portland, OR 97035",150
,,,,,,,
2889,298424,Macbook Pro Laptop,1,1700,3/12/2019 10:14,"742 2nd St, Austin, TX 73301",1700
,,,,,,,
2890,298425,USB-C Charging Cable,1,11.95,5/12/2019 13:18,"124 Church St, Seattle, WA 98101",11.95
,,,,,,,
2891,298426,LG Dryer,1,600,31/12/2019 07:45,"472 Willow St, Austin, TX 73301",600
,,,,,,,
2892,298427,USB-C Charging Cable,1,11.95,28/12/2019 21:02,"652 Lake St, Portland, OR 97035",11.95
,,,,,,,
2893,298428,34in Ultrawide Monitor,1,379.99,1/12/2019 14:04,"971 North St, New York City, NY 10001",379.99
,,,,,,,
2894,298429,Bose SoundSport Headphones,1,99.99,7/12/2019 12:38,"762 Ridge St, San Francisco, CA 94016",99.99
,,,,,,,
2895,298430,Macbook Pro Laptop,1,1700,20/12/2019 08:39,"229 Lake St, Portland, OR 97035",1700
,,,,,,,
2896,298431,AA Batteries (4-pack),1,3.84,8/12/2019 17:06,"333 Johnson St, New York City, NY 10001",3.84
,,,,,,,
2897,298432,Bose SoundSport Headphones,1,99.99,18/12/2019 10:05,"406 Hill St, Portland, ME 04101",99.99
,,,,,,,
2898,298433,USB-C Charging Cable,1,11.95,13/12/2019 07:58,"661 Madison St, Austin, TX 73301",11.95
,,,,,,,
2899,298434,iPhone,1,700,11/12/2019 21:39,"807 6th St, Boston, MA 02215",700
,,,,,,,
2900,298435,AA Batteries (4-pack),1,3.84,18/12/2019 16:18,"176 Hill St, Los Angeles, CA 90001",3.84
,,,,,,,
2901,298436,Wired Headphones,1,11.99,3/12/2019 12:39,"493 Adams St, Boston, MA 02215",11.99
,,,,,,,
2902,298437,27in FHD Monitor,1,149.99,7/12/2019 13:10,"924 River St, Boston, MA 02215",149.99
,,,,,,,
2903,298438,USB-C Charging Cable,1,11.95,31/12/2019 16:35,"73 Highland St, San Francisco, CA 94016",11.95
,,,,,,,
2904,298439,USB-C Charging Cable,1,11.95,15/12/2019 17:43,"11 Main St, Seattle, WA 98101",11.95
,,,,,,,
2905,298440,AA Batteries (4-pack),3,3.84,18/12/2019 16:15,"336 Walnut St, New York City, NY 10001",11.52
,,,,,,,
2906,298441,Apple Airpods Headphones,1,150,25/12/2019 00:32,"791 Jefferson St, New York City, NY 10001",150
,,,,,,,
2907,298442,Lightning Charging Cable,2,14.95,18/12/2019 11:10,"974 Maple St, New York City, NY 10001",29.9
,,,,,,,
2908,298443,Apple Airpods Headphones,1,150,3/12/2019 23:52,"143 Lakeview St, New York City, NY 10001",150
,,,,,,,
2909,298444,USB-C Charging Cable,1,11.95,24/12/2019 19:36,"32 12th St, Dallas, TX 75001",11.95
,,,,,,,
2910,298445,27in FHD Monitor,1,149.99,3/12/2019 21:32,"442 Walnut St, San Francisco, CA 94016",149.99
,,,,,,,
2911,298446,Macbook Pro Laptop,1,1700,2/12/2019 23:33,"705 Willow St, New York City, NY 10001",1700
,,,,,,,
2912,298447,Lightning Charging Cable,1,14.95,31/12/2019 19:29,"939 5th St, Austin, TX 73301",14.95
,,,,,,,
2913,298448,Wired Headphones,1,11.99,12/12/2019 16:56,"85 Lake St, Austin, TX 73301",11.99
,,,,,,,
2914,298449,Lightning Charging Cable,1,14.95,21/12/2019 18:56,"313 9th St, San Francisco, CA 94016",14.95
,,,,,,,
2915,298450,Apple Airpods Headphones,1,150,1/12/2019 10:05,"312 Main St, San Francisco, CA 94016",150
,,,,,,,
2916,298451,Wired Headphones,1,11.99,29/12/2019 21:04,"134 11th St, Boston, MA 02215",11.99
,,,,,,,
2917,298452,Wired Headphones,1,11.99,31/12/2019 10:07,"764 Lake St, Los Angeles, CA 90001",11.99
,,,,,,,
2918,298453,AA Batteries (4-pack),1,3.84,17/12/2019 21:54,"880 Adams St, San Francisco, CA 94016",3.84
,,,,,,,
2919,298454,AAA Batteries (4-pack),3,2.99,9/12/2019 10:21,"103 Jefferson St, Los Angeles, CA 90001",8.97
,,,,,,,
2920,298455,20in Monitor,1,109.99,22/12/2019 09:19,"702 Wilson St, New York City, NY 10001",109.99
,,,,,,,
2921,298456,Lightning Charging Cable,1,14.95,20/12/2019 17:48,"700 Dogwood St, Boston, MA 02215",14.95
,,,,,,,
2922,298457,Lightning Charging Cable,1,14.95,7/12/2019 20:17,"848 River St, San Francisco, CA 94016",14.95
,,,,,,,
2923,298458,iPhone,1,700,4/12/2019 19:02,"371 Center St, Los Angeles, CA 90001",700
,,,,,,,
2924,298458,Wired Headphones,1,11.99,4/12/2019 19:02,"371 Center St, Los Angeles, CA 90001",11.99
,,,,,,,
2925,298459,Apple Airpods Headphones,1,150,29/12/2019 20:02,"145 Chestnut St, Atlanta, GA 30301",150
,,,,,,,
2926,298460,USB-C Charging Cable,1,11.95,15/12/2019 10:55,"53 Wilson St, New York City, NY 10001",11.95
,,,,,,,
2927,298461,Lightning Charging Cable,1,14.95,4/12/2019 12:47,"306 Hill St, Los Angeles, CA 90001",14.95
,,,,,,,
2928,298462,Flatscreen TV,1,300,8/12/2019 12:04,"347 Jackson St, Seattle, WA 98101",300
,,,,,,,
2929,298463,AA Batteries (4-pack),2,3.84,29/12/2019 23:06,"210 Adams St, San Francisco, CA 94016",7.68
,,,,,,,
2930,298464,Lightning Charging Cable,1,14.95,24/12/2019 20:35,"32 14th St, New York City, NY 10001",14.95
,,,,,,,
2931,298464,Bose SoundSport Headphones,1,99.99,24/12/2019 20:35,"32 14th St, New York City, NY 10001",99.99
,,,,,,,
2932,298465,iPhone,1,700,4/12/2019 17:26,"852 Maple St, Dallas, TX 75001",700
,,,,,,,
2933,298466,27in 4K Gaming Monitor,1,389.99,7/12/2019 13:44,"41 River St, Los Angeles, CA 90001",389.99
,,,,,,,
2934,298466,Wired Headphones,1,11.99,7/12/2019 13:44,"41 River St, Los Angeles, CA 90001",11.99
,,,,,,,
2935,298467,AA Batteries (4-pack),1,3.84,7/12/2019 11:43,"486 Sunset St, Seattle, WA 98101",3.84
,,,,,,,
2936,298468,iPhone,1,700,3/12/2019 13:38,"362 Pine St, New York City, NY 10001",700
,,,,,,,
2937,298469,Bose SoundSport Headphones,1,99.99,11/12/2019 10:26,"784 Lakeview St, San Francisco, CA 94016",99.99
,,,,,,,
2938,298470,Flatscreen TV,1,300,12/12/2019 22:11,"98 North St, Boston, MA 02215",300
,,,,,,,
2939,298471,20in Monitor,1,109.99,5/12/2019 11:14,"549 Meadow St, San Francisco, CA 94016",109.99
,,,,,,,
2940,298472,Macbook Pro Laptop,1,1700,14/12/2019 13:24,"919 Jackson St, Boston, MA 02215",1700
,,,,,,,
2941,298473,USB-C Charging Cable,1,11.95,11/12/2019 12:19,"343 Hill St, San Francisco, CA 94016",11.95
,,,,,,,
2942,298474,AAA Batteries (4-pack),1,2.99,30/12/2019 18:54,"149 Highland St, New York City, NY 10001",2.99
,,,,,,,
2943,298475,Macbook Pro Laptop,1,1700,15/12/2019 11:38,"880 Maple St, New York City, NY 10001",1700
,,,,,,,
2944,298475,Lightning Charging Cable,1,14.95,15/12/2019 11:38,"880 Maple St, New York City, NY 10001",14.95
,,,,,,,
2945,298476,27in FHD Monitor,1,149.99,17/12/2019 16:20,"302 Ridge St, New York City, NY 10001",149.99
,,,,,,,
2946,298477,Wired Headphones,1,11.99,6/12/2019 9:49,"801 8th St, Seattle, WA 98101",11.99
,,,,,,,
2947,298478,Lightning Charging Cable,1,14.95,25/12/2019 09:49,"947 Hickory St, Boston, MA 02215",14.95
,,,,,,,
2948,298479,Lightning Charging Cable,1,14.95,11/12/2019 9:21,"396 8th St, San Francisco, CA 94016",14.95
,,,,,,,
2949,298480,AA Batteries (4-pack),2,3.84,12/12/2019 20:12,"125 Spruce St, New York City, NY 10001",7.68
,,,,,,,
2950,298481,AA Batteries (4-pack),1,3.84,13/12/2019 16:35,"583 Hill St, New York City, NY 10001",3.84
,,,,,,,
2951,298482,USB-C Charging Cable,1,11.95,6/12/2019 16:06,"199 Madison St, Seattle, WA 98101",11.95
,,,,,,,
2952,298483,Lightning Charging Cable,1,14.95,3/12/2019 9:45,"928 Pine St, Los Angeles, CA 90001",14.95
,,,,,,,
2953,298483,iPhone,1,700,3/12/2019 9:45,"928 Pine St, Los Angeles, CA 90001",700
,,,,,,,
2954,298484,27in FHD Monitor,1,149.99,29/12/2019 12:57,"30 Johnson St, Atlanta, GA 30301",149.99
,,,,,,,
2955,298485,20in Monitor,1,109.99,19/12/2019 14:34,"713 Forest St, San Francisco, CA 94016",109.99
,,,,,,,
2956,298486,Lightning Charging Cable,1,14.95,12/12/2019 9:48,"61 Madison St, Boston, MA 02215",14.95
,,,,,,,
2957,298487,AAA Batteries (4-pack),2,2.99,7/12/2019 20:46,"378 Center St, New York City, NY 10001",5.98
,,,,,,,
2958,298488,Lightning Charging Cable,1,14.95,30/12/2019 11:33,"60 Forest St, Boston, MA 02215",14.95
,,,,,,,
2959,298489,Macbook Pro Laptop,1,1700,12/12/2019 11:11,"561 West St, Austin, TX 73301",1700
,,,,,,,
2960,298490,Apple Airpods Headphones,1,150,18/12/2019 12:19,"438 Chestnut St, Portland, ME 04101",150
,,,,,,,
2961,298491,34in Ultrawide Monitor,1,379.99,6/12/2019 22:40,"259 Hill St, Los Angeles, CA 90001",379.99
,,,,,,,
2962,298492,Lightning Charging Cable,1,14.95,13/12/2019 00:05,"476 13th St, San Francisco, CA 94016",14.95
,,,,,,,
2963,298493,AA Batteries (4-pack),1,3.84,25/12/2019 00:29,"58 Dogwood St, Boston, MA 02215",3.84
,,,,,,,
2964,298494,USB-C Charging Cable,1,11.95,2/12/2019 17:41,"175 River St, San Francisco, CA 94016",11.95
,,,,,,,
2965,298495,AAA Batteries (4-pack),1,2.99,3/12/2019 12:11,"628 Main St, New York City, NY 10001",2.99
,,,,,,,
2966,298496,USB-C Charging Cable,1,11.95,3/12/2019 9:11,"549 Meadow St, Boston, MA 02215",11.95
,,,,,,,
2967,298497,iPhone,1,700,13/12/2019 11:57,"388 Lincoln St, Atlanta, GA 30301",700
,,,,,,,
2968,298498,Lightning Charging Cable,1,14.95,11/12/2019 14:29,"337 5th St, Austin, TX 73301",14.95
,,,,,,,
2969,298499,Lightning Charging Cable,1,14.95,31/12/2019 09:30,"868 Cedar St, San Francisco, CA 94016",14.95
,,,,,,,
2970,298500,Lightning Charging Cable,1,14.95,11/12/2019 11:51,"89 Lincoln St, New York City, NY 10001",14.95
,,,,,,,
2971,298501,AA Batteries (4-pack),1,3.84,2/12/2019 14:50,"130 5th St, Seattle, WA 98101",3.84
,,,,,,,
2972,298502,Wired Headphones,1,11.99,22/12/2019 23:31,"114 6th St, Seattle, WA 98101",11.99
,,,,,,,
2973,298503,AA Batteries (4-pack),2,3.84,27/12/2019 18:30,"981 10th St, Portland, ME 04101",7.68
,,,,,,,
2974,298504,AAA Batteries (4-pack),1,2.99,30/12/2019 12:25,"946 Pine St, Seattle, WA 98101",2.99
,,,,,,,
2975,298505,AA Batteries (4-pack),3,3.84,16/12/2019 01:37,"860 Maple St, Los Angeles, CA 90001",11.52
,,,,,,,
2976,298506,AAA Batteries (4-pack),1,2.99,17/12/2019 23:23,"382 11th St, Portland, OR 97035",2.99
,,,,,,,
2977,298507,AA Batteries (4-pack),1,3.84,12/12/2019 0:12,"733 12th St, San Francisco, CA 94016",3.84
,,,,,,,
2978,298508,Vareebadd Phone,1,400,30/12/2019 19:23,"377 Elm St, Austin, TX 73301",400
,,,,,,,
2979,298508,USB-C Charging Cable,1,11.95,30/12/2019 19:23,"377 Elm St, Austin, TX 73301",11.95
,,,,,,,
2980,298509,Macbook Pro Laptop,1,1700,12/12/2019 2:12,"411 Lake St, Portland, OR 97035",1700
,,,,,,,
2981,298510,Wired Headphones,1,11.99,4/12/2019 13:58,"810 Willow St, New York City, NY 10001",11.99
,,,,,,,
2982,298511,Lightning Charging Cable,2,14.95,4/12/2019 17:21,"660 Walnut St, San Francisco, CA 94016",29.9
,,,,,,,
2983,298512,Apple Airpods Headphones,1,150,11/12/2019 0:28,"675 Elm St, Seattle, WA 98101",150
,,,,,,,
2984,298513,Lightning Charging Cable,1,14.95,14/12/2019 10:23,"233 Elm St, Dallas, TX 75001",14.95
,,,,,,,
2985,298514,Lightning Charging Cable,1,14.95,28/12/2019 19:25,"573 Main St, Portland, OR 97035",14.95
,,,,,,,
2986,298515,34in Ultrawide Monitor,1,379.99,27/12/2019 08:42,"577 10th St, Los Angeles, CA 90001",379.99
,,,,,,,
2987,298516,AA Batteries (4-pack),2,3.84,13/12/2019 18:17,"543 Park St, Atlanta, GA 30301",7.68
,,,,,,,
2988,298517,Bose SoundSport Headphones,1,99.99,14/12/2019 16:52,"298 Johnson St, New York City, NY 10001",99.99
,,,,,,,
2989,298518,AAA Batteries (4-pack),2,2.99,22/12/2019 12:00,"467 Elm St, Boston, MA 02215",5.98
,,,,,,,
2990,298519,Lightning Charging Cable,1,14.95,4/12/2019 13:56,"703 North St, San Francisco, CA 94016",14.95
,,,,,,,
2991,298520,Wired Headphones,2,11.99,27/12/2019 15:17,"604 12th St, New York City, NY 10001",23.98
,,,,,,,
2992,298521,AAA Batteries (4-pack),1,2.99,15/12/2019 17:16,"421 12th St, Austin, TX 73301",2.99
,,,,,,,
2993,298522,Vareebadd Phone,1,400,6/12/2019 15:59,"365 Lakeview St, Atlanta, GA 30301",400
,,,,,,,
2994,298523,USB-C Charging Cable,1,11.95,4/12/2019 11:34,"234 Hickory St, San Francisco, CA 94016",11.95
,,,,,,,
2995,298524,LG Dryer,1,600,29/12/2019 13:04,"886 9th St, San Francisco, CA 94016",600
,,,,,,,
2996,298525,Wired Headphones,1,11.99,21/12/2019 23:18,"618 Forest St, Boston, MA 02215",11.99
,,,,,,,
2997,298526,AA Batteries (4-pack),1,3.84,15/12/2019 18:31,"221 Pine St, New York City, NY 10001",3.84
,,,,,,,
2998,298527,Lightning Charging Cable,1,14.95,2/12/2019 22:31,"237 South St, Los Angeles, CA 90001",14.95
